sample_id,tier,split,strategy,selected_method,decision_rule,mixed_segments_count,separated_segments_count,cleaned_segments_count,mixed_text_length,separated_text_length,cleaned_text_length,text_length_ratio,repetition_count,duplicate_removed_count,mixed_runtime_sec,separated_runtime_sec,cleaned_runtime_sec,runtime_ratio,cleaned_closer_to_mixed,notes
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,v1_overlap_only,separated_whisper,"if overlap_level == 0, choose separated_whisper",1,2,2,2,45,45,22.5,0,0,0.256,1.043,1.043,4.074219,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,1,2,2,2,45,45,22.5,0,0,0.256,1.043,1.043,4.074219,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,repetition_only,separated_whisper,"repetition_count is low; reuse v1 rule (if overlap_level == 0, choose separated_whisper)",1,2,2,2,45,45,22.5,0,0,0.256,1.043,1.043,4.074219,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,removed_count_only,separated_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level == 0, choose separated_whisper)",1,2,2,2,45,45,22.5,0,0,0.256,1.043,1.043,4.074219,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,1,2,2,2,45,45,22.5,0,0,0.256,1.043,1.043,4.074219,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,v2_full_features,mixed_whisper,overlap_level==0 short transcript; choose mixed_whisper,1,2,2,2,45,45,22.5,0,0,0.256,1.043,1.043,4.074219,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",3,2,2,32,58,58,1.8125,0,0,1.309,1.311,1.311,1.001528,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,30,51,51,1.7,0,0,0.992,1.173,1.173,1.18246,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,21,46,46,2.190476,0,0,0.96,1.166,1.166,1.214583,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,19,43,43,2.263158,0,0,0.737,0.859,0.859,1.165536,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",1,2,2,15,50,50,3.333333,0,0,0.67,1.065,1.065,1.589552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,23,46,46,2.0,0,0,0.852,0.877,0.877,1.029343,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",1,2,2,9,43,43,4.777778,0,0,0.415,0.586,0.586,1.412048,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,21,45,45,2.142857,0,0,0.627,0.683,0.683,1.089314,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,oracle_best,oracle_best,oracle upper bound: choose the lowest CER method per sample.,3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",3,2,2,13,39,39,3.0,0,0,0.485,0.606,0.606,1.249485,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_dev_10,SyntheticLightOverlap,dev,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,33,48,48,1.454545,0,0,1.123,1.067,1.067,0.950134,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
