sample_id,tier,split,overlap_level,method,reference_path,hypothesis_path,reference_length,hypothesis_length,edit_distance,cer
SyntheticLightOverlap_test_02,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_02_mixed_whisper.json,25,25,2,0.08
SyntheticLightOverlap_test_02,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_02_separated_speaker_transcript.json,25,24,19,0.76
SyntheticLightOverlap_test_02,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_02_separated_speaker_transcript_cleaned.json,25,24,19,0.76
SyntheticLightOverlap_test_03,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_03_mixed_whisper.json,30,32,8,0.266667
SyntheticLightOverlap_test_03,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_03_separated_speaker_transcript.json,30,30,0,0.0
SyntheticLightOverlap_test_03,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_03_separated_speaker_transcript_cleaned.json,30,30,0,0.0
SyntheticLightOverlap_test_04,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_04_mixed_whisper.json,19,19,1,0.052632
SyntheticLightOverlap_test_04,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_04_separated_speaker_transcript.json,19,19,1,0.052632
SyntheticLightOverlap_test_04,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_04_separated_speaker_transcript_cleaned.json,19,19,1,0.052632
SyntheticLightOverlap_test_05,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_05_mixed_whisper.json,20,10,11,0.55
SyntheticLightOverlap_test_05,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_05_separated_speaker_transcript.json,20,20,4,0.2
SyntheticLightOverlap_test_05,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_05_separated_speaker_transcript_cleaned.json,20,20,4,0.2
SyntheticLightOverlap_test_06,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_06_mixed_whisper.json,26,27,4,0.153846
SyntheticLightOverlap_test_06,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_06_separated_speaker_transcript.json,26,26,1,0.038462
SyntheticLightOverlap_test_06,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_06_separated_speaker_transcript_cleaned.json,26,26,1,0.038462
SyntheticLightOverlap_test_07,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_07_mixed_whisper.json,24,24,7,0.291667
SyntheticLightOverlap_test_07,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_07_separated_speaker_transcript.json,24,24,7,0.291667
SyntheticLightOverlap_test_07,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_07_separated_speaker_transcript_cleaned.json,24,24,7,0.291667
SyntheticLightOverlap_test_08,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_08_mixed_whisper.json,18,15,4,0.222222
SyntheticLightOverlap_test_08,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_08_separated_speaker_transcript.json,18,18,0,0.0
SyntheticLightOverlap_test_08,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_08_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticLightOverlap_test_09,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_09_mixed_whisper.json,22,25,9,0.409091
SyntheticLightOverlap_test_09,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_09_separated_speaker_transcript.json,22,22,2,0.090909
SyntheticLightOverlap_test_09,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_09_separated_speaker_transcript_cleaned.json,22,22,2,0.090909
SyntheticLightOverlap_test_10,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_10_mixed_whisper.json,20,4,18,0.9
SyntheticLightOverlap_test_10,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_10_separated_speaker_transcript.json,20,20,0,0.0
SyntheticLightOverlap_test_10,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_10_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticMidOverlap_dev_01,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_01_mixed_whisper.json,32,30,5,0.15625
SyntheticMidOverlap_dev_01,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_01_separated_speaker_transcript.json,32,32,0,0.0
SyntheticMidOverlap_dev_01,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_01_separated_speaker_transcript_cleaned.json,32,32,0,0.0
SyntheticMidOverlap_dev_02,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_02_mixed_whisper.json,26,30,11,0.423077
SyntheticMidOverlap_dev_02,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_02_separated_speaker_transcript.json,26,26,25,0.961538
SyntheticMidOverlap_dev_02,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_02_separated_speaker_transcript_cleaned.json,26,26,25,0.961538
SyntheticMidOverlap_dev_03,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_03_mixed_whisper.json,20,20,3,0.15
SyntheticMidOverlap_dev_03,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_03_separated_speaker_transcript.json,20,16,4,0.2
SyntheticMidOverlap_dev_03,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_03_separated_speaker_transcript_cleaned.json,20,16,4,0.2
SyntheticMidOverlap_dev_04,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_04_mixed_whisper.json,18,21,5,0.277778
SyntheticMidOverlap_dev_04,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_04_separated_speaker_transcript.json,18,18,2,0.111111
SyntheticMidOverlap_dev_04,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_04_separated_speaker_transcript_cleaned.json,18,18,2,0.111111
SyntheticMidOverlap_dev_05,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_05_mixed_whisper.json,25,24,5,0.2
SyntheticMidOverlap_dev_05,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_05_separated_speaker_transcript.json,25,25,1,0.04
SyntheticMidOverlap_dev_05,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_05_separated_speaker_transcript_cleaned.json,25,25,1,0.04
SyntheticMidOverlap_dev_06,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_06_mixed_whisper.json,21,16,9,0.428571
SyntheticMidOverlap_dev_06,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_06_separated_speaker_transcript.json,21,21,0,0.0
SyntheticMidOverlap_dev_06,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_06_separated_speaker_transcript_cleaned.json,21,21,0,0.0
SyntheticMidOverlap_dev_07,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_07_mixed_whisper.json,18,9,10,0.555556
SyntheticMidOverlap_dev_07,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_07_separated_speaker_transcript.json,18,18,0,0.0
SyntheticMidOverlap_dev_07,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_07_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticMidOverlap_dev_08,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_08_mixed_whisper.json,20,19,6,0.3
SyntheticMidOverlap_dev_08,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_08_separated_speaker_transcript.json,20,18,4,0.2
SyntheticMidOverlap_dev_08,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_08_separated_speaker_transcript_cleaned.json,20,18,4,0.2
SyntheticMidOverlap_dev_09,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_09_mixed_whisper.json,14,4,11,0.785714
SyntheticMidOverlap_dev_09,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_09_separated_speaker_transcript.json,14,14,0,0.0
SyntheticMidOverlap_dev_09,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_09_separated_speaker_transcript_cleaned.json,14,14,0,0.0
SyntheticMidOverlap_dev_10,SyntheticMidOverlap,dev,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_dev_10_mixed_whisper.json,31,33,9,0.290323
SyntheticMidOverlap_dev_10,SyntheticMidOverlap,dev,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_dev_10_separated_speaker_transcript.json,31,23,9,0.290323
SyntheticMidOverlap_dev_10,SyntheticMidOverlap,dev,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_dev_10_separated_speaker_transcript_cleaned.json,31,23,9,0.290323
SyntheticMidOverlap_test_01,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_01_mixed_whisper.json,35,27,8,0.228571
SyntheticMidOverlap_test_01,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_01_separated_speaker_transcript.json,35,181,152,4.342857
SyntheticMidOverlap_test_01,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_01_separated_speaker_transcript_cleaned.json,35,34,15,0.428571
SyntheticMidOverlap_test_02,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_02_mixed_whisper.json,25,24,3,0.12
SyntheticMidOverlap_test_02,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_02_separated_speaker_transcript.json,25,24,19,0.76
SyntheticMidOverlap_test_02,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_02_separated_speaker_transcript_cleaned.json,25,24,19,0.76
SyntheticMidOverlap_test_03,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_03_mixed_whisper.json,30,31,12,0.4
SyntheticMidOverlap_test_03,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_03_separated_speaker_transcript.json,30,30,0,0.0
SyntheticMidOverlap_test_03,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_03_separated_speaker_transcript_cleaned.json,30,30,0,0.0
SyntheticMidOverlap_test_04,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_04_mixed_whisper.json,19,17,7,0.368421
SyntheticMidOverlap_test_04,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_04_separated_speaker_transcript.json,19,19,1,0.052632
SyntheticMidOverlap_test_04,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_04_separated_speaker_transcript_cleaned.json,19,19,1,0.052632
SyntheticMidOverlap_test_05,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_05_mixed_whisper.json,20,7,14,0.7
SyntheticMidOverlap_test_05,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_05_separated_speaker_transcript.json,20,20,0,0.0
SyntheticMidOverlap_test_05,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_05_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticMidOverlap_test_06,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_06_mixed_whisper.json,26,17,11,0.423077
SyntheticMidOverlap_test_06,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_06_separated_speaker_transcript.json,26,26,1,0.038462
SyntheticMidOverlap_test_06,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_06_separated_speaker_transcript_cleaned.json,26,26,1,0.038462
SyntheticMidOverlap_test_07,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_07_mixed_whisper.json,24,8,17,0.708333
SyntheticMidOverlap_test_07,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_07_separated_speaker_transcript.json,24,24,7,0.291667
SyntheticMidOverlap_test_07,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_07_separated_speaker_transcript_cleaned.json,24,24,7,0.291667
SyntheticMidOverlap_test_08,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_08_mixed_whisper.json,18,19,5,0.277778
SyntheticMidOverlap_test_08,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_08_separated_speaker_transcript.json,18,14,4,0.222222
SyntheticMidOverlap_test_08,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_08_separated_speaker_transcript_cleaned.json,18,14,4,0.222222
SyntheticMidOverlap_test_09,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_09_mixed_whisper.json,22,24,9,0.409091
SyntheticMidOverlap_test_09,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_09_separated_speaker_transcript.json,22,22,0,0.0
SyntheticMidOverlap_test_09,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_09_separated_speaker_transcript_cleaned.json,22,22,0,0.0
SyntheticMidOverlap_test_10,SyntheticMidOverlap,test,2,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticMidOverlap_test_10_mixed_whisper.json,20,4,18,0.9
SyntheticMidOverlap_test_10,SyntheticMidOverlap,test,2,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticMidOverlap_test_10_separated_speaker_transcript.json,20,20,0,0.0
SyntheticMidOverlap_test_10,SyntheticMidOverlap,test,2,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticMidOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticMidOverlap_test_10_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticHeavyOverlap_dev_01,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_01_mixed_whisper.json,32,27,9,0.28125
SyntheticHeavyOverlap_dev_01,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_01_separated_speaker_transcript.json,32,32,0,0.0
SyntheticHeavyOverlap_dev_01,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_01_separated_speaker_transcript_cleaned.json,32,32,0,0.0
SyntheticHeavyOverlap_dev_02,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_02_mixed_whisper.json,26,26,13,0.5
SyntheticHeavyOverlap_dev_02,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_02_separated_speaker_transcript.json,26,26,25,0.961538
SyntheticHeavyOverlap_dev_02,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_02_separated_speaker_transcript_cleaned.json,26,26,25,0.961538
SyntheticHeavyOverlap_dev_03,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_03_mixed_whisper.json,20,17,12,0.6
